# Arguments: kr_a=0.0625, kd_a=0.25, rep=100, it=100, relocation=0.0625, division=0.5, rows=20, cols=5, status=None, file_ID=18, delta_t=None
Timepoint,Rep_0,Rep_1,Rep_2,Rep_3,Rep_4,Rep_5,Rep_6,Rep_7,Rep_8,Rep_9,Rep_10,Rep_11,Rep_12,Rep_13,Rep_14,Rep_15,Rep_16,Rep_17,Rep_18,Rep_19,Rep_20,Rep_21,Rep_22,Rep_23,Rep_24,Rep_25,Rep_26,Rep_27,Rep_28,Rep_29,Rep_30,Rep_31,Rep_32,Rep_33,Rep_34,Rep_35,Rep_36,Rep_37,Rep_38,Rep_39,Rep_40,Rep_41,Rep_42,Rep_43,Rep_44,Rep_45,Rep_46,Rep_47,Rep_48,Rep_49,Rep_50,Rep_51,Rep_52,Rep_53,Rep_54,Rep_55,Rep_56,Rep_57,Rep_58,Rep_59,Rep_60,Rep_61,Rep_62,Rep_63,Rep_64,Rep_65,Rep_66,Rep_67,Rep_68,Rep_69,Rep_70,Rep_71,Rep_72,Rep_73,Rep_74,Rep_75,Rep_76,Rep_77,Rep_78,Rep_79,Rep_80,Rep_81,Rep_82,Rep_83,Rep_84,Rep_85,Rep_86,Rep_87,Rep_88,Rep_89,Rep_90,Rep_91,Rep_92,Rep_93,Rep_94,Rep_95,Rep_96,Rep_97,Rep_98,Rep_99
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010752688172043012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565217391304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.010638297872340425,0.021052631578947368,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.0,0.0,0.010638297872340425,0.0,0.0,0.0,0.0,0.010869565217391304,0.0,0.0,0.01098901098901099,0.0,0.0,0.011111111111111112,0.02247191011235955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010869565217391304
2,0.0,0.0,0.0,0.012345679012345678,0.0,0.0,0.0,0.0,0.02531645569620253,0.0,0.012345679012345678,0.011363636363636364,0.0,0.011764705882352941,0.0,0.0,0.011764705882352941,0.011111111111111112,0.0,0.012048192771084338,0.012048192771084338,0.01282051282051282,0.0,0.011494252873563218,0.010869565217391304,0.0,0.022222222222222223,0.0,0.0,0.01098901098901099,0.0,0.0,0.0,0.012048192771084338,0.011764705882352941,0.0,0.0,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.010752688172043012,0.033707865168539325,0.0,0.0,0.011494252873563218,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022727272727272728,0.011764705882352941,0.011494252873563218,0.0,0.011235955056179775,0.0,0.024096385542168676,0.011363636363636364,0.0,0.0,0.0,0.011235955056179775,0.012048192771084338,0.0,0.0,0.0,0.011363636363636364,0.0,0.012195121951219513,0.0,0.0,0.010752688172043012,0.0,0.012048192771084338,0.0,0.0,0.0,0.0,0.011363636363636364,0.0,0.0,0.011494252873563218,0.0,0.011904761904761904,0.03488372093023256,0.024390243902439025,0.010869565217391304,0.0,0.0,0.011494252873563218,0.011764705882352941,0.0,0.0,0.011494252873563218,0.023529411764705882
3,0.011627906976744186,0.0,0.0,0.012987012987012988,0.0,0.011363636363636364,0.024390243902439025,0.023809523809523808,0.025974025974025976,0.0,0.012987012987012988,0.0375,0.0,0.0375,0.047619047619047616,0.0,0.012345679012345678,0.024691358024691357,0.012195121951219513,0.024691358024691357,0.037037037037037035,0.013333333333333334,0.0,0.012195121951219513,0.02247191011235955,0.011494252873563218,0.046511627906976744,0.0,0.0,0.011494252873563218,0.025974025974025976,0.0,0.0,0.01282051282051282,0.012345679012345678,0.0,0.0,0.0,0.012987012987012988,0.0,0.012195121951219513,0.0,0.011904761904761904,0.023255813953488372,0.036585365853658534,0.0,0.0,0.012048192771084338,0.011764705882352941,0.0,0.011764705882352941,0.011904761904761904,0.012658227848101266,0.013333333333333334,0.0125,0.025,0.012048192771084338,0.011627906976744186,0.014285714285714285,0.022727272727272728,0.0,0.024390243902439025,0.047058823529411764,0.012345679012345678,0.0,0.0,0.012195121951219513,0.012987012987012988,0.0,0.012658227848101266,0.011363636363636364,0.024096385542168676,0.0,0.03896103896103896,0.0,0.0,0.03333333333333333,0.024691358024691357,0.012345679012345678,0.0,0.0,0.025974025974025976,0.04878048780487805,0.011764705882352941,0.011494252873563218,0.011904761904761904,0.025,0.011904761904761904,0.012195121951219513,0.0759493670886076,0.0379746835443038,0.011764705882352941,0.0,0.0,0.03614457831325301,0.012658227848101266,0.01282051282051282,0.0,0.012345679012345678,0.024096385542168676
4,0.02531645569620253,0.0125,0.02631578947368421,0.04054054054054054,0.01282051282051282,0.011627906976744186,0.038461538461538464,0.02531645569620253,0.02631578947368421,0.0136986301369863,0.05555555555555555,0.03896103896103896,0.012345679012345678,0.0641025641025641,0.0625,0.0,0.025974025974025976,0.03896103896103896,0.013157894736842105,0.02564102564102564,0.0379746835443038,0.04225352112676056,0.0,0.012345679012345678,0.022988505747126436,0.024390243902439025,0.04878048780487805,0.0,0.0136986301369863,0.023809523809523808,0.04,0.05,0.0,0.013333333333333334,0.05128205128205128,0.0,0.0,0.0125,0.05333333333333334,0.0,0.0125,0.012658227848101266,0.024390243902439025,0.024691358024691357,0.075,0.0,0.01282051282051282,0.0125,0.025,0.028169014084507043,0.06172839506172839,0.038461538461538464,0.02666666666666667,0.0136986301369863,0.013513513513513514,0.03896103896103896,0.02564102564102564,0.012048192771084338,0.029411764705882353,0.023529411764705882,0.01282051282051282,0.05263157894736842,0.05952380952380952,0.02666666666666667,0.0,0.013333333333333334,0.06097560975609756,0.02666666666666667,0.012345679012345678,0.02666666666666667,0.012048192771084338,0.024691358024691357,0.0,0.039473684210526314,0.012987012987012988,0.014285714285714285,0.03614457831325301,0.05263157894736842,0.0379746835443038,0.01282051282051282,0.0,0.041666666666666664,0.05405405405405406,0.047058823529411764,0.037037037037037035,0.0125,0.05194805194805195,0.02531645569620253,0.01282051282051282,0.07792207792207792,0.05405405405405406,0.05952380952380952,0.03529411764705882,0.039473684210526314,0.05194805194805195,0.013157894736842105,0.04,0.01282051282051282,0.02531645569620253,0.025
5,0.03896103896103896,0.05194805194805195,0.05405405405405406,0.08571428571428572,0.056338028169014086,0.023809523809523808,0.06756756756756757,0.06666666666666667,0.06944444444444445,0.014925373134328358,0.057971014492753624,0.06578947368421052,0.025974025974025976,0.07894736842105263,0.08974358974358974,0.012195121951219513,0.05405405405405406,0.08108108108108109,0.0547945205479452,0.04,0.08974358974358974,0.04477611940298507,0.0,0.012658227848101266,0.05952380952380952,0.0759493670886076,0.0641025641025641,0.0,0.043478260869565216,0.06097560975609756,0.0547945205479452,0.0641025641025641,0.011627906976744186,0.06756756756756757,0.09210526315789473,0.02702702702702703,0.03896103896103896,0.05263157894736842,0.10810810810810811,0.0,0.025974025974025976,0.02564102564102564,0.05063291139240506,0.06493506493506493,0.09090909090909091,0.02702702702702703,0.038461538461538464,0.025974025974025976,0.05263157894736842,0.06060606060606061,0.0759493670886076,0.0547945205479452,0.028985507246376812,0.056338028169014086,0.0410958904109589,0.05555555555555555,0.04,0.05,0.03076923076923077,0.036585365853658534,0.039473684210526314,0.05405405405405406,0.07692307692307693,0.0684931506849315,0.02666666666666667,0.014285714285714285,0.10126582278481013,0.0410958904109589,0.04,0.07042253521126761,0.05,0.0379746835443038,0.02702702702702703,0.0684931506849315,0.0273972602739726,0.029411764705882353,0.0375,0.0547945205479452,0.03896103896103896,0.04,0.0136986301369863,0.07246376811594203,0.06944444444444445,0.07317073170731707,0.05333333333333334,0.02531645569620253,0.05405405405405406,0.04054054054054054,0.0273972602739726,0.09090909090909091,0.06944444444444445,0.10256410256410256,0.03571428571428571,0.04054054054054054,0.07894736842105263,0.014084507042253521,0.06756756756756757,0.04054054054054054,0.04,0.05194805194805195
6,0.08,0.06666666666666667,0.06944444444444445,0.09375,0.10294117647058823,0.036585365853658534,0.08450704225352113,0.09859154929577464,0.08450704225352113,0.03076923076923077,0.07462686567164178,0.06756756756756757,0.08,0.0821917808219178,0.12,0.05194805194805195,0.09859154929577464,0.11594202898550725,0.06944444444444445,0.056338028169014086,0.12,0.047619047619047616,0.013513513513513514,0.0547945205479452,0.075,0.14285714285714285,0.09333333333333334,0.014705882352941176,0.046153846153846156,0.06493506493506493,0.07142857142857142,0.09210526315789473,0.023809523809523808,0.0684931506849315,0.10810810810810811,0.08571428571428572,0.0684931506849315,0.08108108108108109,0.1506849315068493,0.04,0.04054054054054054,0.02564102564102564,0.05333333333333334,0.09210526315789473,0.12162162162162163,0.041666666666666664,0.07246376811594203,0.02666666666666667,0.07142857142857142,0.07692307692307693,0.1111111111111111,0.08333333333333333,0.028985507246376812,0.10294117647058823,0.1,0.07142857142857142,0.07142857142857142,0.0641025641025641,0.07936507936507936,0.04938271604938271,0.05555555555555555,0.0684931506849315,0.10810810810810811,0.15942028985507245,0.0821917808219178,0.046153846153846156,0.1643835616438356,0.058823529411764705,0.0684931506849315,0.07142857142857142,0.05263157894736842,0.05263157894736842,0.0684931506849315,0.1,0.028169014084507043,0.03125,0.0641025641025641,0.06944444444444445,0.0547945205479452,0.07142857142857142,0.014084507042253521,0.07352941176470588,0.07042253521126761,0.0875,0.06756756756756757,0.05128205128205128,0.07246376811594203,0.0547945205479452,0.029411764705882353,0.10666666666666667,0.11267605633802817,0.14666666666666667,0.075,0.05555555555555555,0.10810810810810811,0.029411764705882353,0.1267605633802817,0.07142857142857142,0.04225352112676056,0.0821917808219178
7,0.0958904109589041,0.10666666666666667,0.12857142857142856,0.109375,0.15151515151515152,0.05063291139240506,0.08823529411764706,0.14492753623188406,0.08450704225352113,0.046875,0.109375,0.0958904109589041,0.1111111111111111,0.08333333333333333,0.14864864864864866,0.08108108108108109,0.12857142857142856,0.14925373134328357,0.08333333333333333,0.1323529411764706,0.1232876712328767,0.04838709677419355,0.02702702702702703,0.0684931506849315,0.09210526315789473,0.15584415584415584,0.1232876712328767,0.10606060606060606,0.06349206349206349,0.07792207792207792,0.08823529411764706,0.12162162162162163,0.05,0.11267605633802817,0.16901408450704225,0.10606060606060606,0.125,0.10810810810810811,0.18571428571428572,0.041666666666666664,0.07246376811594203,0.0410958904109589,0.09333333333333334,0.1232876712328767,0.1506849315068493,0.07142857142857142,0.1044776119402985,0.0684931506849315,0.08695652173913043,0.12903225806451613,0.14925373134328357,0.08571428571428572,0.06060606060606061,0.10294117647058823,0.11940298507462686,0.08695652173913043,0.11428571428571428,0.12987012987012986,0.11290322580645161,0.1,0.07462686567164178,0.1111111111111111,0.1388888888888889,0.17391304347826086,0.09722222222222222,0.06349206349206349,0.19444444444444445,0.1076923076923077,0.14084507042253522,0.07352941176470588,0.07142857142857142,0.06944444444444445,0.08333333333333333,0.13043478260869565,0.043478260869565216,0.031746031746031744,0.11842105263157894,0.09859154929577464,0.06944444444444445,0.08695652173913043,0.029411764705882353,0.11764705882352941,0.07246376811594203,0.11538461538461539,0.09722222222222222,0.06666666666666667,0.10294117647058823,0.07142857142857142,0.046875,0.12,0.15714285714285714,0.1917808219178082,0.16666666666666666,0.11764705882352941,0.136986301369863,0.046153846153846156,0.12857142857142856,0.1323529411764706,0.07352941176470588,0.09722222222222222
8,0.1232876712328767,0.125,0.15151515151515152,0.14516129032258066,0.15873015873015872,0.08860759493670886,0.1323529411764706,0.14925373134328357,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.125,0.11428571428571428,0.08450704225352113,0.2112676056338028,0.1111111111111111,0.19117647058823528,0.16666666666666666,0.12857142857142856,0.14925373134328357,0.19718309859154928,0.05,0.027777777777777776,0.0821917808219178,0.13333333333333333,0.1917808219178082,0.2054794520547945,0.10606060606060606,0.06779661016949153,0.11842105263157894,0.15151515151515152,0.1527777777777778,0.09090909090909091,0.2,0.2,0.13636363636363635,0.16901408450704225,0.136986301369863,0.23880597014925373,0.05714285714285714,0.11764705882352941,0.1,0.13513513513513514,0.15492957746478872,0.18055555555555555,0.07575757575757576,0.15384615384615385,0.09722222222222222,0.1323529411764706,0.14754098360655737,0.19696969696969696,0.09090909090909091,0.15384615384615385,0.1044776119402985,0.16417910447761194,0.109375,0.13432835820895522,0.1891891891891892,0.11475409836065574,0.1282051282051282,0.09375,0.15492957746478872,0.16176470588235295,0.19402985074626866,0.15492957746478872,0.10344827586206896,0.22535211267605634,0.14754098360655737,0.15714285714285714,0.16417910447761194,0.14492753623188406,0.07246376811594203,0.1,0.17647058823529413,0.05970149253731343,0.11290322580645161,0.14666666666666667,0.15492957746478872,0.10144927536231885,0.1044776119402985,0.03076923076923077,0.16666666666666666,0.09090909090909091,0.13157894736842105,0.1388888888888889,0.12,0.13846153846153847,0.12857142857142856,0.08064516129032258,0.1388888888888889,0.17142857142857143,0.20833333333333334,0.2,0.16417910447761194,0.1917808219178082,0.046875,0.14925373134328357,0.17647058823529413,0.10606060606060606,0.16901408450704225
9,0.18571428571428572,0.18571428571428572,0.171875,0.16393442622950818,0.20967741935483872,0.09090909090909091,0.18181818181818182,0.16923076923076924,0.1076923076923077,0.0847457627118644,0.12903225806451613,0.22058823529411764,0.15942028985507245,0.10294117647058823,0.2676056338028169,0.13043478260869565,0.22727272727272727,0.18461538461538463,0.22058823529411764,0.1875,0.22857142857142856,0.07272727272727272,0.04225352112676056,0.125,0.17333333333333334,0.2222222222222222,0.20833333333333334,0.13846153846153847,0.11864406779661017,0.13513513513513514,0.19047619047619047,0.18840579710144928,0.14666666666666667,0.21428571428571427,0.2318840579710145,0.14285714285714285,0.2,0.1527777777777778,0.2698412698412698,0.07462686567164178,0.16923076923076924,0.13043478260869565,0.1917808219178082,0.18571428571428572,0.2,0.09375,0.18461538461538463,0.11267605633802817,0.19402985074626866,0.1694915254237288,0.23076923076923078,0.10606060606060606,0.21875,0.13846153846153847,0.2153846153846154,0.12698412698412698,0.15151515151515152,0.20833333333333334,0.1864406779661017,0.18666666666666668,0.140625,0.17647058823529413,0.16176470588235295,0.2,0.17391304347826086,0.12727272727272726,0.24285714285714285,0.1864406779661017,0.2,0.23880597014925373,0.20588235294117646,0.10144927536231885,0.1323529411764706,0.22727272727272727,0.06060606060606061,0.14516129032258066,0.20270270270270271,0.20588235294117646,0.15942028985507245,0.13846153846153847,0.0625,0.2,0.12121212121212122,0.17333333333333334,0.17142857142857143,0.18055555555555555,0.234375,0.17142857142857143,0.16393442622950818,0.15492957746478872,0.23529411764705882,0.24285714285714285,0.24324324324324326,0.1791044776119403,0.2714285714285714,0.12903225806451613,0.15151515151515152,0.208955223880597,0.16923076923076924,0.18309859154929578
